Protocol,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Tot,Fwd IAT Std,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Std,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Seg Size Min,Active Std,Active Max,Active Min,Idle Std,Idle Min,Benign,Bot,Brute Force -Web,Brute Force -XSS,DDOS attack-HOIC,DDOS attack-LOIC-UDP,DoS attacks-GoldenEye,DoS attacks-Hulk,DoS attacks-SlowHTTPTest,DoS attacks-Slowloris,DoS attacks-SynFlood,FTP-BruteForce,Infilteration,SQL Injection,SSH-Bruteforce
17,53,37,37,37.0,53,53.0,0.0,77519.3798449613,1161.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,861.3264427218,861.3264427218,9.237604307,0,0,0,0,0,0,0,1,63.5,37.0,53.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5554,197,0,54.8,0,617.1111111111,659.5256713056,54214.9406496553,6252.8888888889,18021.8086573198,112552,24546.253964596,31,101113,30845.6323346596,88317,16,0,0,0,0,88.8478214514,79.9630393063,520.0602090649,0,0,0,1,0,0,0,0,321.1578947368,54.8,617.1111111111,0,0,0,0,0,0,10,8192,288,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,89,32,32,32.0,89,89.0,0.0,93798.4496124031,1290.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,775.1937984496,775.1937984496,32.9089653438,0,0,0,0,0,0,0,1,76.5,32.0,89.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,88119297.0,0.0,88119297,0.0,88119297,0,0.0,0,0,0,0,0,0,0.0226965043,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,63327,-1,20,0.0,0,0,0.0,88119297,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,3306,535,0,58.0,0,236.1428571429,521.7581015025,67.9256066264,2195679.42857143,4152622.78368432,61479024,5095972.01617199,163,61409502,5162113.03059083,10079013,1,0,0,0,0,0.243985656,0.2277199456,375.1650119706,0,0,0,1,0,0,0,0,144.0,58.0,236.1428571429,0,0,0,0,0,0,15,8192,114,20,334048.197463779,887742,69410,16276.6923841013,9968670,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4221,409,0,65.375,0,281.4,483.4763696397,44.9064162052,3909612.06666667,14804873.9145739,117288362,20537788.0877576,39,117178714,21220717.9685083,58839048,2,0,0,0,0,0.1364159216,0.1278899265,352.1774533802,0,0,0,1,0,0,0,0,169.9032258065,65.375,281.4,0,0,0,0,0,0,16,8192,180,20,154092.709756172,326888,108968,571896.650915181,57967439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,289,33,33,33.0,289,289.0,0.0,266998.341625207,1206.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,829.1873963516,829.1873963516,147.8016689125,0,0,0,0,0,0,0,1,177.5,33.0,289.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,69645.0,120117.876954265,208935,147050.633322336,487,0,0.0,0,0,0,0,0,0,14.358532558,4.7861775193,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,8192,8192,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,200,44,44,44.0,100,100.0,0.0,14379.8681845416,6676.0,6017.0982209035,19617,0.0,19617,7618,0.0,7618,7618,0,0,0,0,99.860195726,99.860195726,30.6724632203,0,0,0,0,0,0,0,1,83.0,44.0,100.0,0,0,0,0,0,0,2,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,142,58,58,58.0,142,142.0,0.0,197238.65877712,1014.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,986.1932938856,986.1932938856,48.4974226119,0,0,0,0,0,0,0,1,129.0,58.0,142.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,2735.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,365.6307129799,365.6307129799,0.0,1,0,0,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,290,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,181,53,53,53.0,181,181.0,0.0,762214.983713355,307.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3257.328990228,3257.328990228,73.9008344563,0,0,0,0,0,0,0,1,143.5,53.0,181.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,58,42,42,42.0,58,58.0,0.0,336700.336700337,297.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3367.0033670034,3367.0033670034,9.237604307,0,0,0,0,0,0,0,1,71.0,42.0,58.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,0,0.0,0.0,0.0,57285582.0,0.0,57285582,0.0,57285582,0,0.0,0,0,0,0,0,0,0.0349127988,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,-1,-1,0,0.0,0,0,0.0,57285582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,99,43,43,43.0,99,99.0,0.0,85542.1686746988,1660.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,602.4096385542,602.4096385542,32.3316150746,0,0,0,0,0,0,0,1,92.5,43.0,99.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,488,161,0,53.6666666667,0,122.0,244.0,1026898.73417722,105.3333333333,80.2288393701,329,81.3172798365,107,444,175.5790420295,342,0,0,0,0,0,4746.835443038,6329.1139240506,173.7875858627,0,0,0,1,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,8192,149,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,1,0.0,1,0,0.0,0,0,0,0,0,0,2000000.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,4998,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,55540,188,0,10.1714285714,0,881.5873015873,691.5441728928,481.0733699115,1197836.87628866,3216645.35617967,116190177,4736218.51432296,17,110603220,3860794.94598285,10031125,0,0,0,0,0,0.3012302839,0.542214511,693.3120571102,0,0,0,1,0,0,0,1,570.3673469388,10.1714285714,881.5873015873,0,0,0,0,0,0,35,8192,2041,20,79830.8065896243,299450,22820,1282477.2737285,5564156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1581,677,0,114.8,0,225.8571428571,430.0986044197,1135.2754072473,150238.875,238784.123748872,2403822,359171.708751886,70,2237533,323797.1679434,953108,144682,0,0,0,0,4.1600418001,2.9120292601,305.0826578234,0,0,1,1,0,0,0,0,160.5294117647,114.8,225.8571428571,0,0,0,0,0,0,10,8192,62852,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,49,33,33,33.0,49,49.0,0.0,272425.249169435,301.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3322.2591362126,3322.2591362126,9.237604307,0,0,0,0,0,0,0,1,57.5,33.0,49.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,1723024.66666667,2957477.01474658,5169074,3611110.89291952,31096,0,0.0,0,0,0,0,0,0,0.5803747441,0.193458248,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,8192,29200,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,36.0,0.0,36,0.0,36,0,0.0,0,0,0,0,0,0,55555.5555555556,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,131,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,86472918.0,0.0,86472918,0.0,86472918,0,0.0,0,0,0,0,0,0,0.0231286285,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,62545,-1,20,0.0,0,0,0.0,86472918,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,61,29,29,29.0,61,61.0,0.0,191082.802547771,471.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2123.1422505308,2123.1422505308,18.4752086141,0,0,0,0,0,0,0,1,59.5,29.0,61.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,120,44,44,44.0,60,60.0,0.0,2312.9100411431,29976.6666666667,30229.4696336759,29411,0.0,29411,34,0.0,34,34,0,0,0,0,22.2395196264,22.2395196264,8.7635609201,0,0,0,0,0,0,0,1,63.0,44.0,60.0,0,0,0,0,0,0,2,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,46.0,0.0,46,0.0,46,0,0.0,0,0,0,0,0,0,43478.2608695652,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,258,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,98.0,0.0,98,0.0,98,0,0.0,0,0,0,0,0,0,20408.1632653061,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,278,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7943,528,0,176.3055555556,0,220.6388888889,316.4567361789,129.4165034606,1555192.73239437,3621301.53278575,110418684,4669567.19496568,2149,110343893,4720049.24972889,10027496,1217,0,0,0,0,0.3260317792,0.3260317792,283.9273929364,0,0,0,0,1,0,0,1,198.4861111111,176.3055555556,220.6388888889,0,0,0,0,0,0,36,64240,37138,20,15.7254859731,78159,78107,15.1117052766,9952812,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,18.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,55555.5555555556,55555.5555555556,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,29,256,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,27.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,37037.037037037,37037.037037037,0.0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,254,180,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,46,0,15.3333333333,0,0.0,0.0,184000.0,125.0,4.2426406871,250,4.2426406871,122,0,0.0,0,0,0,0,0,0,12000.0,0.0,23.0,0,0,0,0,1,0,0,0,15.3333333333,15.3333333333,0.0,0,0,0,0,0,0,3,254,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,70499.6666666667,121142.548571232,211499,148104.222426304,1024,0,0.0,0,0,0,0,0,0,14.1844642291,4.728154743,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,8192,8192,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,66,50,50,50.0,66,66.0,0.0,282238.442822384,411.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2433.0900243309,2433.0900243309,9.237604307,0,0,0,0,0,0,0,1,83.0,50.0,66.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,1,0,0.8571428571,0,0.0,0.0,0.1095902301,4562450.5,4970531.0636371,54749406,2257811.29171869,4516163,50233120,327.4255640597,10047016,10046108,0,0,0,0,0.1278552684,0.1095902301,0.5188745217,0,0,0,0,1,0,0,0,0.5384615385,0.8571428571,0.0,0,0,0,0,0,0,7,253,980,20,207.1962837505,32541,31980,190.0618320442,10014128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,77,37,37,37.0,77,77.0,0.0,80679.4055201699,1413.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,707.7140835103,707.7140835103,23.0940107676,0,0,0,0,0,0,0,1,75.5,37.0,77.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1731,741,0,104.2857142857,0,192.3333333333,386.0744746807,806.683005937,179804.772727273,277207.292824587,3955705,377166.353691798,46877,3931416,389981.04460565,1170432,62491,0,0,0,0,3.5391921288,2.27519494,275.6911440073,0,0,1,1,0,0,0,0,138.7391304348,104.2857142857,192.3333333333,0,0,0,0,0,0,14,8192,64000,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1731,741,0,104.2142857143,0,192.3333333333,386.0744746807,820.2635437339,176772.454545455,224291.949094781,3888994,310363.330428639,74038,3854336,297521.70912773,953126,168068,0,0,0,0,3.5999026998,2.3142231641,275.7047754182,0,0,1,1,0,0,0,0,138.6956521739,104.2142857143,192.3333333333,0,0,0,0,0,0,14,8192,62541,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,86317901.0,0.0,86317901,0.0,86317901,0,0.0,0,0,0,0,0,0,0.0231701649,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,62560,-1,20,0.0,0,0,0.0,86317901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7110,418,0,52.5,0,338.5714285714,566.8495013166,71.0941273515,2767960.19047619,4444125.47521707,116254328,4973853.58905137,48,110888703,5106297.27882122,10047058,26,0,0,0,0,0.1892402664,0.1806384361,421.8673297008,0,0,0,1,0,0,0,0,192.2093023256,52.5,338.5714285714,0,0,0,0,0,0,22,8192,1013,20,110159.225161602,413835,32110,1351127.93471801,5333420,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,46,0,25.6666666667,0,0.0,0.0,79710.1449275362,483.0,660.4377336282,966,660.4377336282,16,0,0.0,0,0,1,0,0,0,3105.5900621118,0.0,21.6852484422,0,1,0,0,1,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,256,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,231,97,0,24.25,0,57.75,115.5,59.2224525318,791205.714285714,2066053.39862556,62152,35601.1921335976,108,5538262,3197054.59970022,5537728,199,0,0,0,0,0.7222250309,0.7222250309,79.6996096463,0,0,0,1,0,0,0,1,41.0,24.25,57.75,0,0,0,0,0,0,4,8192,141,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,54284903.0,0.0,54284903,0.0,54284903,0,0.0,0,0,0,0,0,0,0.0368426559,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,279,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,62,46,46,46.0,62,62.0,0.0,303370.786516854,356.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2808.988764045,2808.988764045,9.237604307,0,0,0,0,0,0,0,1,77.0,46.0,62.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,86064319.0,0.0,86064319,0.0,86064319,0,0.0,0,0,0,0,0,0,0.023238434,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,62559,-1,20,0.0,0,0,0.0,86064319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,69.0,0.0,69,0.0,69,0,0.0,0,0,0,0,0,0,28985.5072463768,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,63958,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1581,661,0,141.0,0,225.8571428571,430.0986044197,1890.0162629306,102380.071428571,251529.898815984,1433321,388341.451882845,71,1364581,363644.171662034,968855,68302,0,0,0,0,5.5814433752,4.8837629533,317.7312740352,0,0,0,1,0,0,0,0,180.6,141.0,225.8571428571,0,0,0,0,0,0,8,8192,62872,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,61,45,45,45.0,61,61.0,0.0,221757.322175732,478.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2092.050209205,2092.050209205,9.237604307,0,0,0,0,0,0,0,1,75.5,45.0,61.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,110,49,49,49.0,110,110.0,0.0,238738.738738739,666.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1501.5015015015,1501.5015015015,35.2183664206,0,0,0,0,0,0,0,1,104.0,49.0,110.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,38,0,19.0,0,0.0,0.0,9205.4263565892,2064.0,2853.8829688689,4128,0.0,4128,0,0.0,0,0,1,0,0,0,484.496124031,242.2480620155,21.9393102292,0,1,0,0,1,0,0,0,25.3333333333,19.0,0.0,0,0,0,0,0,0,2,123,0,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,243,148,0,49.3333333333,0,60.75,121.5,398572.884811417,163.5,94.7327820767,476,79.1959594929,182,755,213.2283595897,454,29,0,0,0,0,3058.1039755352,4077.4719673802,93.9930658537,0,0,0,1,0,0,0,1,55.8571428571,49.3333333333,60.75,0,0,0,0,0,0,3,8192,149,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1581,677,0,95.6666666667,0,225.8571428571,430.0986044197,799.9111274995,189534.944444444,426385.760192709,3411629,541623.570354809,95,3270471,666444.653143455,1716110,19840,0,0,0,0,3.5173812862,2.0518057503,292.3279475989,0,0,1,1,0,0,0,0,143.6315789474,95.6666666667,225.8571428571,0,0,0,0,0,0,12,8192,62852,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,69,37,37,37.0,69,69.0,0.0,220833.333333333,480.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2083.3333333333,2083.3333333333,18.4752086141,0,0,0,0,0,0,0,1,71.5,37.0,69.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,86430775.0,0.0,86430775,0.0,86430775,0,0.0,0,0,0,0,0,0,0.0231399059,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,62562,-1,20,0.0,0,0,0.0,86430775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1731,725,0,102.8571428571,0,216.375,405.4647906151,777.9558088716,194098.428571429,280328.975489437,4076067,388058.432750477,36031,3987971,407546.871568751,1248128,143071,0,0,0,0,3.4346834829,1.9626762759,278.9101035276,0,0,1,1,0,0,0,0,144.1363636364,102.8571428571,216.375,0,0,0,0,0,0,14,8192,62645,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1581,677,0,143.5,0,225.8571428571,430.0986044197,1201.1189904439,162289.142857143,245098.139474424,2272048,399219.037140312,4,2061963,291909.709080565,937533,210259,0,0,0,0,3.5210523721,3.0809208256,319.433241591,0,0,0,1,0,0,0,0,181.9333333333,143.5,225.8571428571,0,0,0,0,0,0,8,8192,62852,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,883,517,0,87.8235294118,0,55.1875,62.4181797769,20.3578357451,3647244.28125,14276012.7650689,116711817,19819680.3446254,34,116689362,20426051.2578027,58159325,2,0,0,0,0,0.1456579157,0.137089803,117.0482326652,0,0,0,1,0,0,0,0,72.0,87.8235294118,55.1875,0,0,0,0,0,0,17,8192,127,20,206902.97970909,387568,94963,98736.1482842024,57997159,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,24886,1136,0,315.5,0,691.2777777778,590.3314619099,316.2119476799,1614356.69014085,3516794.52132949,114607985,4461812.2602554,26,114608217,4481317.67544333,10069441,0,0,0,0,0,0.3140831618,0.3140831618,569.5819403369,0,0,0,1,0,0,0,1,503.3888888889,315.5,691.2777777778,0,0,0,0,0,0,36,8192,106,20,1210836.35454395,3967767,11188,402792.534297564,8929451,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5264,206,0,55.7,0,658.0,687.922545474,57440.2999802645,5961.1764705882,12210.6696183875,101340,15576.2080992134,21,84323,24034.891480433,64748,1,0,0,0,0,98.6777185711,78.9421748569,531.7639629391,0,0,0,1,0,0,0,0,323.3888888889,55.7,658.0,0,0,0,0,0,0,10,8192,119,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,243,148,0,49.3333333333,0,60.75,121.5,368867.924528302,176.6666666667,127.0175840845,681,34.6482322781,316,798,310.1338420747,617,29,0,0,0,0,2830.1886792453,3773.5849056604,93.9930658537,0,0,0,1,0,0,0,1,55.8571428571,49.3333333333,60.75,0,0,0,0,0,0,3,8192,149,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,73,41,41,41.0,73,73.0,0.0,349693.251533742,326.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3067.4846625767,3067.4846625767,18.4752086141,0,0,0,0,0,0,0,1,77.5,41.0,73.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
